2711010        ,167412                        ,2.0
1911020        ,447116                        ,1.0
1877100        ,255203                        ,2.0
1617050        ,210312                        ,1.0
1705160        ,240305                        ,1.0
1972030        ,578502                        ,1.0
1780120        ,317406                        ,2.0
1771030        ,317432                        ,1.0
1100060        ,590910                        ,14.0
1127040        ,167400                        ,3.0
1142200        ,252811                        ,1.0
1377040        ,413004                        ,30.0
1371010        ,975112                        ,1.0
1923030        ,255009                        ,2.0
1377040        ,733079                        ,1.0
1726010        ,327420                        ,1.0
1784100        ,643054                        ,1.0
1143050        ,190010                        ,1.0
1828060        ,210840                        ,1.0
5712010        ,387022                        ,5.0
1712020        ,413004                        ,60.0
5303020        ,733090                        ,3.0
1901000        ,733070                        ,1.0
5144010        ,410000                        ,1.0
1724030        ,862710                        ,1.0
1747010        ,407702                        ,1.0
1947000        ,101150                        ,1.0
1145060        ,210200                        ,1.0
1867110        ,222220                        ,1.0
5770010        ,490121                        ,2.0
3703020        ,967820                        ,1.0
1722110        ,942800                        ,1.0
1875010        ,252012                        ,1.0
1820010        ,111134                        ,1.0
1945010        ,966864                        ,2.0
1947000        ,190020                        ,1.0
2917080        ,387017                        ,1.0
9999400        ,817708                        ,4.0
1980000        ,210252                        ,1.0
1607030        ,287301                        ,1.0
1977020        ,578912                        ,1.0
1873000        ,930594                        ,1.0
1781090        ,221001                        ,1.0
1377080        ,240502                        ,21.0
1615000        ,490115                        ,1.0
2615000        ,210202                        ,1.0
1143050        ,452910                        ,10.0
1777130        ,317424                        ,2.0
1661010        ,230016                        ,1.0
1111050        ,167508                        ,1.0
1572000        ,167416                        ,2.0
1972030        ,290010                        ,1.0
1921130        ,221074                        ,1.0
1727240        ,221030                        ,2.0
2117010        ,100034                        ,1.0
1715060        ,733020                        ,3.0
1144060        ,632884                        ,1.0
1708030        ,127102                        ,3.0
1742030        ,930440                        ,1.0
1943030        ,153702                        ,1.0
1542070        ,347010                        ,1.0
1920010        ,900500                        ,1.0
1362030        ,733025                        ,3.0
1142200        ,153510                        ,1.0
1706000        ,490105                        ,1.0
1144100        ,210230                        ,5.0
1864020        ,153703                        ,1.0
1144110        ,816202                        ,1.0
1843010        ,203130                        ,2.0
9999500        ,407707                        ,4.0
1371020        ,143751                        ,1.0
1371020        ,240502                        ,2.0
1627060        ,413002                        ,5.0
1705100        ,255005                        ,1.0
1371010        ,490192                        ,1.0
1921130        ,862541                        ,2.0
5890000        ,356914                        ,1.0
1724030        ,290038                        ,1.0
1343030        ,252010                        ,1.0
1370000        ,490201                        ,1.0
1973020        ,221027                        ,1.0
1377110        ,203132                        ,1.0
3703040        ,143765                        ,1.0
1647070        ,167416                        ,1.0
1827040        ,857820                        ,10.0
1778020        ,210200                        ,2.0
1826060        ,223312                        ,1.0
1867110        ,490122                        ,1.0
1925040        ,862710                        ,1.0
1615000        ,452910                        ,1.0
1708030        ,230013                        ,1.0
1647060        ,327550                        ,2.0
1376060        ,143151                        ,1.0
1705130        ,317400                        ,2.0
1770140        ,127102                        ,2.0
1377110        ,490512                        ,1.0
1371020        ,167602                        ,1.0
1127040        ,143925                        ,10.0
9999000        ,510014                        ,10.0
1142080        ,277020                        ,2.0
1775060        ,210200                        ,1.0
1172020        ,915010                        ,1.0
9999000        ,956870                        ,13.0
9999401        ,143365                        ,60.0
1118010        ,490143                        ,5.0
1864020        ,387016                        ,1.0
5671000        ,100030                        ,60.0
5303020        ,203143                        ,1.0
1864100        ,230011                        ,3.0
1700150        ,490123                        ,1.0
3141020        ,356914                        ,2.0
1143000        ,221011                        ,1.0
1825080        ,327608                        ,1.0
1707110        ,847800                        ,2.0
1720110        ,167426                        ,1.0
1941000        ,221046                        ,1.0
1826060        ,590910                        ,2.0
1700050        ,252831                        ,3.0
1160010        ,447116                        ,1.0
1824050        ,817700                        ,1.0
1940040        ,203132                        ,3.0
5117010        ,167923                        ,1.0
2111210        ,210260                        ,2.0
1708030        ,733070                        ,1.0
1861080        ,490205                        ,1.0
1781090        ,221000                        ,2.0
1362030        ,490600                        ,2.0
1704150        ,680650                        ,1.0
1860100        ,167418                        ,2.0
5144010        ,632052                        ,1.0
1674010        ,347302                        ,1.0
5707020        ,210281                        ,1.0
1776070        ,190025                        ,1.0
1873050        ,580111                        ,2.0
1826060        ,747754                        ,1.0
1902020        ,153401                        ,1.0
1674010        ,327105                        ,1.0
1372040        ,143750                        ,5.0
1677040        ,210204                        ,1.0
1672010        ,490600                        ,2.0
1927010        ,356914                        ,1.0
1661010        ,108410                        ,3.0
1820010        ,203104                        ,1.0
1843010        ,203135                        ,3.0
1723110        ,153500                        ,1.0
1972050        ,347010                        ,1.0
1143040        ,221011                        ,1.0
1372040        ,221074                        ,1.0
1747010        ,975113                        ,2.0
1970040        ,413002                        ,1.0
1173010        ,277050                        ,3.0
1111050        ,240100                        ,1.0
1148000        ,221027                        ,1.0
1907020        ,167504                        ,1.0
1143070        ,332100                        ,3.0
1147070        ,930464                        ,1.0
9999400        ,578502                        ,7.0
1570000        ,847807                        ,3.0
1771110        ,240304                        ,1.0
5506000        ,632883                        ,162.0
1687030        ,210712                        ,1.0
1870050        ,933220                        ,1.0
1760120        ,255217                        ,1.0
1771100        ,167402                        ,2.0
1777010        ,510024                        ,1.0
1670050        ,490116                        ,1.0
1476000        ,413017                        ,2.0
1778050        ,167910                        ,2.0
1420010        ,510012                        ,2.0
1172030        ,111136                        ,1.0
1377090        ,230020                        ,1.0
1372040        ,290030                        ,1.0
1670020        ,203143                        ,1.0
1142080        ,277050                        ,1.0
1985000        ,203131                        ,2.0
5102010        ,252811                        ,5.0
1723010        ,255217                        ,1.0
1144100        ,277020                        ,1.0
5144010        ,578504                        ,1.0
1725010        ,966862                        ,1.0
1379010        ,143125                        ,10.0
1724030        ,578507                        ,2.0
1871040        ,240307                        ,1.0
1141050        ,317412                        ,1.0
5817010        ,210200                        ,10.0
1973020        ,221030                        ,1.0
1870010        ,490114                        ,1.0
1117020        ,290014                        ,1.0
1721080        ,230015                        ,2.0
1772050        ,490177                        ,1.0
2615000        ,817700                        ,1.0
1424010        ,277970                        ,1.0
1777100        ,578508                        ,2.0
1713010        ,210212                        ,1.0
1570000        ,153510                        ,1.0
1865150        ,240305                        ,1.0
1820010        ,490160                        ,1.0
9999100        ,255105                        ,4.0
1142230        ,143751                        ,1.0
1779010        ,222210                        ,1.0
1872030        ,413020                        ,1.0
1428010        ,252500                        ,1.0
1664000        ,862711                        ,1.0
1760100        ,413004                        ,11.0
1987070        ,490105                        ,1.0
1141050        ,143325                        ,100.0
1782020        ,143765                        ,2.0
1782020        ,143965                        ,1.0
1102020        ,933230                        ,1.0
3703040        ,255207                        ,2.0
1870010        ,143350                        ,50.0
9999500        ,956890                        ,1.0
1340000        ,230051                        ,1.0
1715060        ,817320                        ,1.0
1722080        ,413020                        ,2.0
1677020        ,223300                        ,1.0
1647080        ,203140                        ,1.0
1922000        ,975112                        ,1.0
1727150        ,490114                        ,1.0
1870040        ,210208                        ,1.0
1921130        ,210210                        ,1.0
5721000        ,210200                        ,4.0
1720100        ,255105                        ,3.0
1372010        ,153702                        ,1.0
1873070        ,210254                        ,2.0
1664000        ,817700                        ,1.0
1811010        ,290060                        ,10.0
1983000        ,203111                        ,1.0
1376050        ,102900                        ,1.0
5771020        ,822800                        ,3.0
1420010        ,143925                        ,5.0
1176090        ,490102                        ,1.0
1760020        ,143350                        ,15.0
1985030        ,957799                        ,1.0
1726010        ,317414                        ,1.0
9999401        ,167950                        ,4.0
1661010        ,930530                        ,1.0
1727330        ,153510                        ,2.0
9999500        ,150232                        ,1.0
1743070        ,862541                        ,1.0
1675000        ,101030                        ,1.0
1573000        ,356914                        ,1.0
1705200        ,255219                        ,1.0
1144010        ,167920                        ,1.0
1144120        ,143652                        ,1.0
9999200        ,863102                        ,1.0
1102010        ,816204                        ,1.0
1172020        ,317400                        ,1.0
1147070        ,167604                        ,1.0
1825080        ,663032                        ,3.0
1144060        ,580111                        ,1.0
1777120        ,210262                        ,1.0
1374070        ,153712                        ,3.0
9999200        ,663011                        ,3.0
1343000        ,143150                        ,4.0
1647060        ,221070                        ,1.0
1777060        ,210228                        ,10.0
1873070        ,956125                        ,5.0
1620090        ,510024                        ,2.0
1972020        ,221073                        ,1.0
1623010        ,967821                        ,2.0
1781040        ,900516                        ,1.0
1874060        ,153712                        ,1.0
1128030        ,490134                        ,1.0
1143040        ,190100                        ,3.0
1776010        ,490143                        ,2.0
1701100        ,143325                        ,30.0
1984050        ,167950                        ,1.0
1143000        ,154010                        ,11.0
1000000        ,356910                        ,2.0
2111150        ,210263                        ,10.0
1725010        ,347302                        ,1.0
1870050        ,413008                        ,11.0
1827090        ,590910                        ,2.0
1820080        ,490109                        ,1.0
1147070        ,143150                        ,5.0
1701070        ,262314                        ,1.0
1921130        ,490115                        ,1.0
9999400        ,150232                        ,5.0
1677020        ,578220                        ,1.0
1984000        ,290038                        ,1.0
1728060        ,143875                        ,1.0
1660010        ,167600                        ,1.0
1370070        ,490122                        ,1.0
1420010        ,261045                        ,1.0
1873000        ,857820                        ,10.0
1721070        ,966864                        ,3.0
1376050        ,490186                        ,2.0
1973030        ,221015                        ,2.0
1726010        ,230013                        ,1.0
5144010        ,210208                        ,1.0
2116050        ,210261                        ,5.0
1567040        ,975111                        ,1.0
1111050        ,490160                        ,1.0
1708030        ,347012                        ,1.0
1703090        ,221018                        ,1.0
1143040        ,410000                        ,2.0
2370000        ,203112                        ,3.0
1172040        ,240150                        ,1.0
1000100        ,255009                        ,1.0
1861070        ,956814                        ,5.0
9999000        ,680901                        ,1.0
1616010        ,733062                        ,1.0
1370120        ,490106                        ,1.0
1711000        ,733200                        ,1.0
1144100        ,680111                        ,5.0
1923030        ,510024                        ,1.0
1700120        ,167410                        ,1.0
1867090        ,153728                        ,1.0
1826060        ,143725                        ,20.0
1340000        ,210155                        ,1.0
1322040        ,347012                        ,2.0
1743090        ,143325                        ,100.0
1366020        ,490102                        ,1.0
1370120        ,733077                        ,1.0
1723100        ,817320                        ,1.0
1875010        ,210153                        ,1.0
9999500        ,862715                        ,2.0
1303030        ,203106                        ,3.0
1343020        ,490102                        ,1.0
1370070        ,290030                        ,2.0
1722110        ,153710                        ,10.0
1723010        ,221013                        ,1.0
1921130        ,240100                        ,5.0
1144060        ,317414                        ,2.0
1941000        ,143325                        ,20.0
1772070        ,860008                        ,1.0
1827040        ,101140                        ,1.0
9999400        ,877810                        ,7.0
1148010        ,317400                        ,1.0
1000100AT      ,387016                        ,1.0
9999500        ,967826                        ,1.0
1861080        ,816300                        ,1.0
1111000        ,143351                        ,1.0
1428010        ,240102                        ,1.0
1144090        ,150232                        ,1.0
1144030        ,150232                        ,1.0
1142080        ,816204                        ,1.0
1705000        ,747764                        ,1.0
1472020        ,347010                        ,1.0
1713010        ,210206                        ,5.0
1771170        ,221027                        ,2.0
1873000        ,223300                        ,2.0
1770090        ,100062                        ,1.0
1704150        ,285144                        ,1.0
1942040        ,933230                        ,1.0
1372040        ,327420                        ,1.0
1001000AT      ,252835                        ,1.0
1305060        ,407700                        ,2.0
1861070        ,510010                        ,2.0
5877000        ,167602                        ,3.0
1543000        ,190020                        ,4.0
1142260        ,222207                        ,1.0
1660010        ,857810                        ,2.0
1143040        ,327550                        ,2.0
1724040        ,327319                        ,1.0
1142200        ,153703                        ,1.0
1873000        ,101019                        ,1.0
1677020        ,167600                        ,1.0
1373110        ,347313                        ,1.0
1102010        ,190030                        ,1.0
3941000        ,930592                        ,1.0
1143080        ,490510                        ,1.0
1875000        ,956120                        ,1.0
5775030        ,210263                        ,5.0
1781040        ,733050                        ,1.0
5303020        ,203141                        ,2.0
1677020        ,210312                        ,1.0
1661030        ,210245                        ,1.0
1543000        ,632872                        ,1.0
1377130        ,143865                        ,2.0
1977010        ,317400                        ,1.0
1176020        ,221032                        ,1.0
1805000        ,490186                        ,2.0
1677020        ,222400                        ,1.0
5877020        ,150232                        ,5.0
1711000        ,230052                        ,2.0
1343060        ,210226                        ,1.0
1303030        ,413017                        ,5.0
9999500        ,663031                        ,2.0
2115030        ,100151                        ,1.0
1780110        ,413003                        ,22.0
1727240        ,210206                        ,1.0
1781090        ,317406                        ,2.0
1343050        ,956870                        ,1.0
1144050        ,221078                        ,1.0
1143040        ,900500                        ,1.0
1621000        ,167900                        ,1.0
1973020        ,252831                        ,5.0
1827220        ,680080                        ,1.0
1172040        ,290030                        ,1.0
1172030        ,150230                        ,1.0
1777010        ,290032                        ,1.0
1720060        ,230011                        ,5.0
9999000        ,663032                        ,6.0
1142230        ,490117                        ,1.0
1573020        ,167920                        ,1.0
1144040        ,578222                        ,1.0
5913010        ,167418                        ,2.0
1723110        ,356910                        ,1.0
1343020        ,860064                        ,1.0
1721000        ,663032                        ,1.0
1706030        ,975110                        ,1.0
1142080        ,222400                        ,1.0
1522000        ,210228                        ,1.0
1873000        ,816202                        ,1.0
1343050        ,102860                        ,1.0
9999200        ,967822                        ,1.0
1102010        ,532201                        ,1.0
1777140        ,210250                        ,3.0
1866020        ,578507                        ,4.0
1373110        ,956874                        ,1.0
1948000        ,317400                        ,1.0
1144040        ,210240                        ,1.0
1371020        ,143365                        ,1.0
1728110        ,578506                        ,12.0
9999400        ,632874                        ,2.0
1476000        ,143725                        ,5.0
5701010        ,143325                        ,100.0
1710020        ,255211                        ,1.0
1776070        ,490193                        ,1.0
1573010        ,262310                        ,1.0
1866070        ,317402                        ,2.0
9999000        ,817700                        ,27.0
1711080        ,210260                        ,3.0
1374070        ,221020                        ,1.0
1710040        ,290030                        ,3.0
1722040        ,210228                        ,1.0
1670020        ,203131                        ,1.0
1630010        ,153510                        ,1.0
5770000        ,490106                        ,1.0
9999400        ,975110                        ,3.0
1123020        ,862713                        ,1.0
9999400        ,956874                        ,6.0
1147070        ,490175                        ,1.0
1172060        ,347312                        ,2.0
1942040        ,847800                        ,1.0
1142200        ,203111                        ,1.0
1867100        ,221003                        ,3.0
1142140        ,413008                        ,22.0
1143050        ,490100                        ,1.0
1143030        ,143651                        ,2.0
1861080        ,578504                        ,12.0
1770110        ,867900                        ,1.0
1772050        ,210228                        ,2.0
9999402        ,663032                        ,8.0
1704200        ,975112                        ,1.0
1142090        ,167426                        ,1.0
1770040        ,733022                        ,1.0
1142090        ,153702                        ,1.0
1670070        ,255215                        ,1.0
5877000        ,510010                        ,10.0
1776080        ,210250                        ,1.0
1783030        ,413020                        ,10.0
1672010        ,327405                        ,5.0
1973020        ,221011                        ,1.0
9999402        ,261045                        ,1.0
1770140        ,255207                        ,5.0
1111000        ,221008                        ,10.0
1983000        ,816202                        ,1.0
1702000        ,956814                        ,1.0
3708020        ,252815                        ,2.0
1723060        ,203110                        ,3.0
1948000        ,837800                        ,1.0
1687030        ,752512                        ,1.0
1705200        ,327405                        ,1.0
1328010        ,733022                        ,1.0
1366020        ,210710                        ,1.0
1672020        ,510020                        ,1.0
1865000        ,327930                        ,1.0
1173010        ,101019                        ,1.0
1143040        ,255105                        ,1.0
5144010        ,933230                        ,1.0
1643020        ,347010                        ,1.0
1620090        ,221011                        ,1.0
9999500        ,413002                        ,40.0
1328060        ,230030                        ,1.0
1175020        ,100604                        ,1.0
1370040        ,143652                        ,1.0
1543000        ,221027                        ,1.0
1377130        ,262200                        ,2.0
1144010        ,143725                        ,10.0
1142260        ,143651                        ,5.0
1144060        ,153728                        ,1.0
1873010        ,223300                        ,1.0
1706050        ,580111                        ,1.0
1775070        ,210228                        ,1.0
9999500        ,407702                        ,3.0
1760020        ,210252                        ,1.0
1973050        ,167400                        ,1.0
1476000        ,240100                        ,1.0
1726030        ,240304                        ,6.0
3703040        ,413020                        ,1.0
1824050        ,203112                        ,1.0
1142080        ,332200                        ,1.0
1142160        ,413012                        ,11.0
1373070        ,101140                        ,1.0
1118010        ,210220                        ,5.0
1143010        ,190030                        ,1.0
1630010        ,221090                        ,2.0
1901000        ,105002                        ,1.0
1703070        ,240304                        ,3.0
1111050        ,277010                        ,1.0
1144010        ,203106                        ,1.0
1824050        ,490107                        ,1.0
1111000        ,167610                        ,1.0
1673020        ,100034                        ,2.0
9999500        ,867900                        ,3.0
1770140        ,733025                        ,5.0
1814020        ,290060                        ,1.0
1373070        ,221003                        ,5.0
1141050        ,277020                        ,1.0
1040000        ,108316                        ,2.0
1144010        ,210228                        ,1.0
1126070        ,317402                        ,1.0
1370140        ,261045                        ,1.0
1770090        ,632051                        ,1.0
1624010        ,816301                        ,1.0
5974000        ,510024                        ,1.0
1141060        ,240307                        ,1.0
9999000        ,150230                        ,9.0
1721000        ,167900                        ,1.0
1711080        ,190022                        ,1.0
1370110        ,143765                        ,1.0
1701180        ,490510                        ,1.0
1322010        ,490201                        ,1.0
2726010        ,221000                        ,1.0
1572000        ,167416                        ,2.0
5714000        ,190020                        ,90.0
1760020        ,203112                        ,1.0
1713020        ,317412                        ,1.0
1647060        ,817706                        ,1.0
5144010        ,317409                        ,1.0
1884000        ,143325                        ,20.0
1102020        ,490124                        ,1.0
1826060        ,930540                        ,1.0
3901030        ,255207                        ,2.0
1700000        ,167415                        ,2.0
1566000        ,210266                        ,1.0
1142080        ,387017                        ,1.0
1777130        ,344100                        ,1.0
1711080        ,109004                        ,1.0
1943030        ,167514                        ,1.0
5117010        ,101019                        ,1.0
1647080        ,255201                        ,1.0
1977010        ,663031                        ,1.0
1700130        ,210807                        ,1.0
1704010        ,490118                        ,3.0
1720110        ,255217                        ,1.0
1776120        ,490105                        ,1.0
1370080        ,975112                        ,1.0
1778020        ,956870                        ,2.0
1584000        ,510026                        ,1.0
1127040        ,153510                        ,1.0
1643020        ,975111                        ,1.0
1127040        ,490105                        ,5.0
1373030        ,277020                        ,1.0
1921020        ,578500                        ,4.0
1420010        ,240102                        ,1.0
1144060        ,290031                        ,1.0
1673030        ,127018                        ,1.0
1944010        ,413004                        ,25.0
1822060        ,347012                        ,3.0
1970040        ,510012                        ,1.0
1542050        ,407700                        ,2.0
1928080        ,210261                        ,1.0
1367020        ,108318                        ,1.0
1170000        ,210202                        ,5.0
1927010        ,942802                        ,1.0
1970060        ,262015                        ,1.0
1172040        ,101155                        ,1.0
1672010        ,222214                        ,1.0
1726030        ,347010                        ,11.0
2617130        ,210284                        ,1.0
5102010        ,203111                        ,5.0
1726010        ,490115                        ,1.0
1175020        ,780832                        ,1.0
1572000        ,143751                        ,3.0
1142060        ,167400                        ,1.0
1867100        ,100034                        ,5.0
5303020        ,203140                        ,4.0
1142190        ,221018                        ,1.0
1770040        ,210218                        ,2.0
1907030        ,252500                        ,1.0
1866020        ,210202                        ,1.0
1964050        ,127022                        ,1.0
1343020        ,143351                        ,3.0
1707130        ,240502                        ,3.0
1970090        ,285136                        ,1.0
1147070        ,203142                        ,1.0
1715060        ,255109                        ,1.0
1973050        ,143875                        ,1.0
1427010        ,100126                        ,1.0
1621010        ,210250                        ,2.0
1302050        ,447126                        ,1.0
1372040        ,221030                        ,1.0
9999500        ,860019                        ,1.0
1720040        ,108800                        ,1.0
1824050        ,847805                        ,2.0
1420010        ,210260                        ,3.0
1778060        ,317412                        ,1.0
5975000        ,210240                        ,30.0
1702050        ,210710                        ,1.0
1727060        ,127102                        ,5.0
1343020        ,317414                        ,1.0
1623010        ,167502                        ,2.0
1377130        ,210253                        ,1.0
1870050        ,143965                        ,2.0
1726030        ,490124                        ,1.0
1144100        ,957797                        ,1.0
1623010        ,816204                        ,2.0
9999500        ,816200                        ,2.0
1777010        ,210252                        ,1.0
1713010        ,167400                        ,1.0
1172040        ,210250                        ,1.0
9999402        ,410002                        ,1.0
1771160        ,347302                        ,1.0
5775050        ,290010                        ,5.0
1781040        ,167418                        ,1.0
1712010        ,103300                        ,1.0
2117330        ,210204                        ,10.0
9999000        ,663031                        ,4.0
1778060        ,663030                        ,1.0
1704150        ,240102                        ,1.0
1928050        ,203110                        ,2.0
1142190        ,407712                        ,1.0
1302050        ,255005                        ,1.0
1620060        ,862541                        ,3.0
1861080        ,261020                        ,5.0
1301060        ,143925                        ,10.0
5770010        ,210250                        ,10.0
1804020        ,100030                        ,3.0
5770010        ,862541                        ,1.0
1873000        ,210250                        ,2.0
1911000        ,413020                        ,1.0
1907010        ,290030                        ,1.0
1723060        ,105002                        ,3.0
3807000        ,413014                        ,2.0
1927040        ,490177                        ,1.0
1702030        ,143350                        ,5.0
1843000        ,153705                        ,1.0
1500500        ,347012                        ,1.0
1100020        ,143125                        ,20.0
5701080        ,210261                        ,25.0
1144060        ,860059                        ,1.0
1620110        ,347010                        ,1.0
1925040        ,223300                        ,1.0
1646020        ,277070                        ,2.0
1681030        ,203112                        ,1.0
1623010        ,143965                        ,3.0
1674010        ,221034                        ,1.0
1862010        ,143365                        ,2.0
1709000        ,184050                        ,1.0
1771190        ,100032                        ,4.0
1373070        ,317400                        ,4.0
1372040        ,807415                        ,3.0
1680020        ,210250                        ,3.0
1771170        ,347323                        ,1.0
1870050        ,930540                        ,1.0
1142140        ,407700                        ,1.0
1742020        ,252831                        ,1.0
1372040        ,210264                        ,5.0
1127040        ,167412                        ,3.0
1828060        ,153702                        ,2.0
1377060        ,816300                        ,1.0
1176020        ,862541                        ,1.0
1143030        ,210226                        ,1.0
1924020        ,277970                        ,1.0
1343060        ,230011                        ,5.0
1343030        ,413018                        ,1.0
1772050        ,930510                        ,1.0
1706050        ,255213                        ,3.0
1376050        ,780810                        ,2.0
1862020        ,578506                        ,2.0
1702030        ,967820                        ,1.0
1778050        ,210610                        ,1.0
1373070        ,490191                        ,1.0
1776070        ,277259                        ,3.0
1743070        ,221032                        ,1.0
1986040        ,930530                        ,2.0
1371010        ,290034                        ,1.0
1377130        ,127102                        ,1.0
1980000        ,966860                        ,1.0
1866020        ,210710                        ,1.0
1865150        ,327103                        ,1.0
1682010        ,277020                        ,1.0
1687030        ,210200                        ,1.0
1770200        ,413003                        ,10.0
1776080        ,240502                        ,1.0
1874060        ,223312                        ,1.0
1111000        ,317414                        ,1.0
1370040        ,290030                        ,1.0
1927040        ,240100                        ,1.0
9999500        ,930500                        ,1.0
1777010        ,930594                        ,1.0
1776070        ,632052                        ,2.0
9999500        ,170401                        ,1.0
1584000        ,210250                        ,3.0
1712020        ,210208                        ,5.0
1370000        ,143350                        ,50.0
1820030        ,490105                        ,1.0
1708030        ,255205                        ,2.0
1371010        ,956870                        ,1.0
1144120        ,210254                        ,1.0
1772070        ,210262                        ,3.0
9999100        ,210158                        ,6.0
1704130        ,127102                        ,2.0
1928070        ,413020                        ,5.0
1776070        ,203141                        ,3.0
1681020        ,317600                        ,1.0
1126070        ,167610                        ,1.0
1370140        ,143725                        ,10.0
1142080        ,490120                        ,1.0
1142140        ,143925                        ,20.0
1144100        ,143925                        ,10.0
1372040        ,221016                        ,5.0
1143010        ,240304                        ,1.0
1143090        ,240304                        ,1.0
1720120        ,733500                        ,1.0
1861070        ,143150                        ,10.0
1143030        ,203137                        ,1.0
1948000        ,290060                        ,1.0
5711040        ,240304                        ,1.0
1828050        ,733038                        ,1.0
1777080        ,240304                        ,3.0
9999400        ,100606                        ,2.0
1944010        ,221025                        ,1.0
1778050        ,413008                        ,11.0
